,REF_DATE,GEO,Dairy distribution,VECTOR,VALUE,TERMINATED
491,1966-06,Canada,Fluid purposes,v382156,188300,0
492,1966-07,Canada,"Milk production, total",v382152,854563,1
493,1966-07,Canada,Fluid purposes,v382156,187864,0
494,1966-08,Canada,"Milk production, total",v382152,820485,1
495,1966-08,Canada,Fluid purposes,v382156,188300,0
496,1966-09,Canada,"Milk production, total",v382152,759320,1
497,1966-09,Canada,Fluid purposes,v382156,191796,0
498,1966-10,Canada,"Milk production, total",v382152,661893,1
499,1966-10,Canada,Fluid purposes,v382156,192669,0
500,1966-11,Canada,"Milk production, total",v382152,538689,1
501,1966-11,Canada,Fluid purposes,v382156,188737,0
502,1966-12,Canada,"Milk production, total",v382152,522961,1
503,1966-12,Canada,Fluid purposes,v382156,204902,0
504,1967-01,Canada,"Milk production, total",v382152,474902,1
505,1967-01,Canada,Fluid purposes,v382156,189174,0
506,1967-02,Canada,"Milk production, total",v382152,432961,1
507,1967-02,Canada,Fluid purposes,v382156,179563,0
508,1967-03,Canada,"Milk production, total",v382152,541747,1
509,1967-03,Canada,Fluid purposes,v382156,195728,0
510,1967-04,Canada,"Milk production, total",v382152,661456,1
511,1967-04,Canada,Fluid purposes,v382156,185242,0
512,1967-05,Canada,"Milk production, total",v382152,777669,1
513,1967-05,Canada,Fluid purposes,v382156,189611,0
514,1967-06,Canada,"Milk production, total",v382152,919660,1
515,1967-06,Canada,Fluid purposes,v382156,190922,0
516,1967-07,Canada,"Milk production, total",v382152,863300,1
517,1967-07,Canada,Fluid purposes,v382156,184805,0
518,1967-08,Canada,"Milk production, total",v382152,823980,1
519,1967-08,Canada,Fluid purposes,v382156,190048,0
520,1967-09,Canada,"Milk production, total",v382152,751456,1
521,1967-09,Canada,Fluid purposes,v382156,193106,0
522,1967-10,Canada,"Milk production, total",v382152,663203,1
523,1967-10,Canada,Fluid purposes,v382156,192669,0
524,1967-11,Canada,"Milk production, total",v382152,533883,1
525,1967-11,Canada,Fluid purposes,v382156,186116,0
526,1967-12,Canada,"Milk production, total",v382152,505485,1
527,1967-12,Canada,Fluid purposes,v382156,196165,0
528,1968-01,Canada,"Milk production, total",v382152,471844,1
529,1968-01,Canada,Fluid purposes,v382156,188300,0
530,1968-02,Canada,"Milk production, total",v382152,444320,1
531,1968-02,Canada,Fluid purposes,v382156,183932,0
532,1968-03,Canada,"Milk production, total",v382152,521650,1
533,1968-03,Canada,Fluid purposes,v382156,194854,0
534,1968-04,Canada,"Milk production, total",v382152,670631,1
535,1968-04,Canada,Fluid purposes,v382156,187427,0
536,1968-05,Canada,"Milk production, total",v382152,795582,1
537,1968-05,Canada,Fluid purposes,v382156,186553,0
538,1968-06,Canada,"Milk production, total",v382152,900436,1
539,1968-06,Canada,Fluid purposes,v382156,183058,0
540,1968-07,Canada,"Milk production, total",v382152,865922,1
541,1968-07,Canada,Fluid purposes,v382156,181747,0
542,1968-08,Canada,"Milk production, total",v382152,832718,1
543,1968-08,Canada,Fluid purposes,v382156,191796,0
544,1968-09,Canada,"Milk production, total",v382152,733543,1
545,1968-09,Canada,Fluid purposes,v382156,178689,0
546,1968-10,Canada,"Milk production, total",v382152,698592,1
547,1968-10,Canada,Fluid purposes,v382156,190922,0
548,1968-11,Canada,"Milk production, total",v382152,556165,1
549,1968-11,Canada,Fluid purposes,v382156,185679,0
550,1968-12,Canada,"Milk production, total",v382152,515533,1
551,1968-12,Canada,Fluid purposes,v382156,188300,0
552,1969-01,Canada,"Milk production, total",v382152,489320,1
553,1969-01,Canada,Fluid purposes,v382156,183932,0
554,1969-02,Canada,"Milk production, total",v382152,444757,1
555,1969-02,Canada,Fluid purposes,v382156,172572,0
556,1969-03,Canada,"Milk production, total",v382152,565339,1
557,1969-03,Canada,Fluid purposes,v382156,190485,0
558,1969-04,Canada,"Milk production, total",v382152,690291,1
559,1969-04,Canada,Fluid purposes,v382156,180873,0
560,1969-05,Canada,"Milk production, total",v382152,799514,1
561,1969-05,Canada,Fluid purposes,v382156,190485,0
562,1969-06,Canada,"Milk production, total",v382152,917912,1
563,1969-06,Canada,Fluid purposes,v382156,180436,0
564,1969-07,Canada,"Milk production, total",v382152,886456,1
565,1969-07,Canada,Fluid purposes,v382156,181747,0
566,1969-08,Canada,"Milk production, total",v382152,821359,1
567,1969-08,Canada,Fluid purposes,v382156,184805,0
568,1969-09,Canada,"Milk production, total",v382152,767621,1
569,1969-09,Canada,Fluid purposes,v382156,187864,0
570,1969-10,Canada,"Milk production, total",v382152,680242,1
571,1969-10,Canada,Fluid purposes,v382156,189611,0
572,1969-11,Canada,"Milk production, total",v382152,544805,1
573,1969-11,Canada,Fluid purposes,v382156,183058,0
574,1969-12,Canada,"Milk production, total",v382152,551359,1
575,1969-12,Canada,Fluid purposes,v382156,197038,0
576,1970-01,Canada,"Milk production, total",v382152,510728,1
577,1970-01,Canada,Fluid purposes,v382156,191796,0
578,1970-02,Canada,"Milk production, total",v382152,470097,1
579,1970-02,Canada,Fluid purposes,v382156,176941,0
580,1970-03,Canada,"Milk production, total",v382152,574514,1
581,1970-03,Canada,Fluid purposes,v382156,195291,0
582,1970-04,Canada,"Milk production, total",v382152,682427,1
583,1970-04,Canada,Fluid purposes,v382156,184805,0
584,1970-05,Canada,"Milk production, total",v382152,777233,1
585,1970-05,Canada,Fluid purposes,v382156,186553,0
586,1970-06,Canada,"Milk production, total",v382152,905242,1
587,1970-06,Canada,Fluid purposes,v382156,188300,0
588,1970-07,Canada,"Milk production, total",v382152,846262,1
589,1970-07,Canada,Fluid purposes,v382156,187427,0
590,1970-08,Canada,"Milk production, total",v382152,762815,1
591,1970-08,Canada,Fluid purposes,v382156,185679,0
592,1970-09,Canada,"Milk production, total",v382152,726553,1
593,1970-09,Canada,Fluid purposes,v382156,189611,0
594,1970-10,Canada,"Milk production, total",v382152,663640,1
595,1970-10,Canada,Fluid purposes,v382156,198786,0
596,1970-11,Canada,"Milk production, total",v382152,533009,1
597,1970-11,Canada,Fluid purposes,v382156,184805,0
598,1970-12,Canada,"Milk production, total",v382152,530388,1
599,1970-12,Canada,Fluid purposes,v382156,201844,0
600,1971-01,Canada,"Milk production, total",v382152,478834,1
601,1971-01,Canada,Fluid purposes,v382156,187864,0
602,1971-02,Canada,"Milk production, total",v382152,449563,1
603,1971-02,Canada,Fluid purposes,v382156,179126,0
604,1971-03,Canada,"Milk production, total",v382152,566213,1
605,1971-03,Canada,Fluid purposes,v382156,198786,0
606,1971-04,Canada,"Milk production, total",v382152,664077,1
607,1971-04,Canada,Fluid purposes,v382156,191359,0
608,1971-05,Canada,"Milk production, total",v382152,733980,1
609,1971-05,Canada,Fluid purposes,v382156,190048,0
610,1971-06,Canada,"Milk production, total",v382152,871165,1
611,1971-06,Canada,Fluid purposes,v382156,190048,0
612,1971-07,Canada,"Milk production, total",v382152,807378,1
613,1971-07,Canada,Fluid purposes,v382156,194854,0
614,1971-08,Canada,"Milk production, total",v382152,743155,1
615,1971-08,Canada,Fluid purposes,v382156,188300,0
616,1971-09,Canada,"Milk production, total",v382152,694223,1
617,1971-09,Canada,Fluid purposes,v382156,190922,0
618,1971-10,Canada,"Milk production, total",v382152,645291,1
619,1971-10,Canada,Fluid purposes,v382156,194854,0
620,1971-11,Canada,"Milk production, total",v382152,552669,1
621,1971-11,Canada,Fluid purposes,v382156,194417,0
622,1971-12,Canada,"Milk production, total",v382152,539126,1
623,1971-12,Canada,Fluid purposes,v382156,204466,0
624,1972-01,Canada,"Milk production, total",v382152,491504,1
625,1972-01,Canada,Fluid purposes,v382156,189174,0
626,1972-02,Canada,"Milk production, total",v382152,486699,1
627,1972-02,Canada,Fluid purposes,v382156,190048,0
628,1972-03,Canada,"Milk production, total",v382152,570145,1
629,1972-03,Canada,Fluid purposes,v382156,201407,0
630,1972-04,Canada,"Milk production, total",v382152,660582,1
631,1972-04,Canada,Fluid purposes,v382156,190485,0
632,1972-05,Canada,"Milk production, total",v382152,760194,1
633,1972-05,Canada,Fluid purposes,v382156,193543,0
634,1972-06,Canada,"Milk production, total",v382152,855873,1
635,1972-06,Canada,Fluid purposes,v382156,199660,0
636,1972-07,Canada,"Milk production, total",v382152,782038,1
637,1972-07,Canada,Fluid purposes,v382156,189174,0
638,1972-08,Canada,"Milk production, total",v382152,743592,1
639,1972-08,Canada,Fluid purposes,v382156,188737,0
640,1972-09,Canada,"Milk production, total",v382152,698592,1
641,1972-09,Canada,Fluid purposes,v382156,200970,0
642,1972-10,Canada,"Milk production, total",v382152,619077,1
643,1972-10,Canada,Fluid purposes,v382156,201407,0
644,1972-11,Canada,"Milk production, total",v382152,516407,1
645,1972-11,Canada,Fluid purposes,v382156,196601,0
646,1972-12,Canada,"Milk production, total",v382152,516844,1
647,1972-12,Canada,Fluid purposes,v382156,215388,0
648,1973-01,Canada,"Milk production, total",v382152,488446,1
649,1973-01,Canada,Fluid purposes,v382156,198786,0
650,1973-02,Canada,"Milk production, total",v382152,453495,1
651,1973-02,Canada,Fluid purposes,v382156,188300,0
652,1973-03,Canada,"Milk production, total",v382152,552233,1
653,1973-03,Canada,Fluid purposes,v382156,214077,0
654,1973-04,Canada,"Milk production, total",v382152,620825,1
655,1973-04,Canada,Fluid purposes,v382156,192233,0
656,1973-05,Canada,"Milk production, total",v382152,717815,1
657,1973-05,Canada,Fluid purposes,v382156,199660,0
658,1973-06,Canada,"Milk production, total",v382152,801262,1
659,1973-06,Canada,Fluid purposes,v382156,202718,0
660,1973-07,Canada,"Milk production, total",v382152,737475,1
661,1973-07,Canada,Fluid purposes,v382156,193980,0
662,1973-08,Canada,"Milk production, total",v382152,699466,1
663,1973-08,Canada,Fluid purposes,v382156,199660,0
664,1973-09,Canada,"Milk production, total",v382152,649660,1
665,1973-09,Canada,Fluid purposes,v382156,198349,0
666,1973-10,Canada,"Milk production, total",v382152,618640,1
667,1973-10,Canada,Fluid purposes,v382156,204029,0
668,1973-11,Canada,"Milk production, total",v382152,512475,1
669,1973-11,Canada,Fluid purposes,v382156,204029,0
670,1973-12,Canada,"Milk production, total",v382152,502427,1
671,1973-12,Canada,Fluid purposes,v382156,211893,0
672,1974-01,Canada,"Milk production, total",v382152,499805,1
673,1974-01,Canada,Fluid purposes,v382156,199223,0
674,1974-02,Canada,"Milk production, total",v382152,460048,1
675,1974-02,Canada,Fluid purposes,v382156,187427,0
676,1974-03,Canada,"Milk production, total",v382152,538689,1
677,1974-03,Canada,Fluid purposes,v382156,208398,0
678,1974-04,Canada,"Milk production, total",v382152,629999,1
679,1974-04,Canada,Fluid purposes,v382156,198786,0
680,1974-05,Canada,"Milk production, total",v382152,690728,1
681,1974-05,Canada,Fluid purposes,v382156,199223,0
682,1974-06,Canada,"Milk production, total",v382152,779417,1
683,1974-06,Canada,Fluid purposes,v382156,196601,0
684,1974-07,Canada,"Milk production, total",v382152,766310,1
685,1974-07,Canada,Fluid purposes,v382156,194854,0
686,1974-08,Canada,"Milk production, total",v382152,706019,1
687,1974-08,Canada,Fluid purposes,v382156,205776,0
688,1974-09,Canada,"Milk production, total",v382152,648349,1
689,1974-09,Canada,Fluid purposes,v382156,202281,0
690,1974-10,Canada,"Milk production, total",v382152,591116,1
691,1974-10,Canada,Fluid purposes,v382156,208398,0
692,1974-11,Canada,"Milk production, total",v382152,499368,1
693,1974-11,Canada,Fluid purposes,v382156,203592,0
694,1974-12,Canada,"Milk production, total",v382152,513786,1
695,1974-12,Canada,Fluid purposes,v382156,210145,0
696,1975-01,Canada,"Milk production, total",v382152,462669,1
697,1975-01,Canada,Fluid purposes,v382156,191359,0
698,1975-02,Canada,"Milk production, total",v382152,425097,1
699,1975-02,Canada,Fluid purposes,v382156,175194,0
700,1975-03,Canada,"Milk production, total",v382152,512038,1
701,1975-03,Canada,Fluid purposes,v382156,187864,0
702,1975-04,Canada,"Milk production, total",v382152,774611,1
703,1975-04,Canada,Fluid purposes,v382156,185242,0
704,1975-05,Canada,"Milk production, total",v382152,730485,1
705,1975-05,Canada,Fluid purposes,v382156,193543,0
706,1975-06,Canada,"Milk production, total",v382152,814368,1
707,1975-06,Canada,Fluid purposes,v382156,179999,0
708,1975-07,Canada,"Milk production, total",v382152,774611,1
709,1975-07,Canada,Fluid purposes,v382156,185679,0
710,1975-08,Canada,"Milk production, total",v382152,734854,1
711,1975-08,Canada,Fluid purposes,v382156,187864,0
712,1975-09,Canada,"Milk production, total",v382152,669320,1
713,1975-09,Canada,Fluid purposes,v382156,190048,0
714,1975-10,Canada,"Milk production, total",v382152,623446,1
715,1975-10,Canada,Fluid purposes,v382156,197912,0
716,1975-11,Canada,"Milk production, total",v382152,538689,1
717,1975-11,Canada,Fluid purposes,v382156,183932,0
718,1975-12,Canada,"Milk production, total",v382152,557475,1
719,1975-12,Canada,Fluid purposes,v382156,198786,0
720,1976-01,Canada,"Milk production, total",v382152,540463,1
721,1976-01,Canada,Farm home consumed,v382153,11400,1
722,1976-01,Canada,Fed to livestock,v382154,25711,1
723,1976-01,Canada,"Milk sold off farms, total",v382155,503352,0
724,1976-01,Canada,Fluid purposes,v382156,197684,0
725,1976-01,Canada,Industrial purposes,v382157,284579,0
726,1976-01,Canada,Delivered as cream,v382158,21089,1
727,1976-01,Newfoundland and Labrador,"Milk sold off farms, total",v382166,552,0
728,1976-01,Newfoundland and Labrador,Fluid purposes,v382167,552,0
731,1976-01,Prince Edward Island,"Milk production, total",v382170,5113,1
732,1976-01,Prince Edward Island,Farm home consumed,v382171,237,1
733,1976-01,Prince Edward Island,Fed to livestock,v382172,251,1
734,1976-01,Prince Edward Island,"Milk sold off farms, total",v382173,4625,0
735,1976-01,Prince Edward Island,Fluid purposes,v382174,1057,0
736,1976-01,Prince Edward Island,Industrial purposes,v382175,3052,0
737,1976-01,Prince Edward Island,Delivered as cream,v382176,516,1
738,1976-01,Nova Scotia,"Milk production, total",v382177,12790,1
739,1976-01,Nova Scotia,Farm home consumed,v382178,283,1
740,1976-01,Nova Scotia,Fed to livestock,v382179,283,1
741,1976-01,Nova Scotia,"Milk sold off farms, total",v382180,12224,0
742,1976-01,Nova Scotia,Fluid purposes,v382181,8447,0
743,1976-01,Nova Scotia,Industrial purposes,v382182,3398,0
744,1976-01,Nova Scotia,Delivered as cream,v382183,379,1
745,1976-01,New Brunswick,"Milk production, total",v382184,7240,1
746,1976-01,New Brunswick,Farm home consumed,v382185,183,1
747,1976-01,New Brunswick,Fed to livestock,v382186,160,1
748,1976-01,New Brunswick,"Milk sold off farms, total",v382187,6897,0
749,1976-01,New Brunswick,Fluid purposes,v382188,5297,0
750,1976-01,New Brunswick,Industrial purposes,v382189,1148,0
751,1976-01,New Brunswick,Delivered as cream,v382190,452,1
752,1976-01,Quebec,"Milk production, total",v382191,187059,1
753,1976-01,Quebec,Farm home consumed,v382192,2950,1
754,1976-01,Quebec,Fed to livestock,v382193,5286,1
755,1976-01,Quebec,"Milk sold off farms, total",v382194,178823,0
756,1976-01,Quebec,Fluid purposes,v382195,45754,0
757,1976-01,Quebec,Industrial purposes,v382196,132820,0
758,1976-01,Quebec,Delivered as cream,v382197,249,1
759,1976-01,Ontario,"Milk production, total",v382198,206677,1
760,1976-01,Ontario,Farm home consumed,v382199,2981,1
761,1976-01,Ontario,Fed to livestock,v382200,11441,1
762,1976-01,Ontario,"Milk sold off farms, total",v382201,192255,0
763,1976-01,Ontario,Fluid purposes,v382202,82531,0
764,1976-01,Ontario,Industrial purposes,v382203,104034,0
765,1976-01,Ontario,Delivered as cream,v382204,5690,1
766,1976-01,Manitoba,"Milk production, total",v382205,22820,1
767,1976-01,Manitoba,Farm home consumed,v382206,853,1
768,1976-01,Manitoba,Fed to livestock,v382207,1106,1
769,1976-01,Manitoba,"Milk sold off farms, total",v382208,20861,0
770,1976-01,Manitoba,Fluid purposes,v382209,9117,0
771,1976-01,Manitoba,Industrial purposes,v382210,8615,0
772,1976-01,Manitoba,Delivered as cream,v382211,3129,1
773,1976-01,Saskatchewan,"Milk production, total",v382212,16928,1
774,1976-01,Saskatchewan,Farm home consumed,v382213,1542,1
775,1976-01,Saskatchewan,Fed to livestock,v382214,1418,1
776,1976-01,Saskatchewan,"Milk sold off farms, total",v382215,13968,0
777,1976-01,Saskatchewan,Fluid purposes,v382216,7073,0
778,1976-01,Saskatchewan,Industrial purposes,v382217,3129,0
779,1976-01,Saskatchewan,Delivered as cream,v382218,3766,1
780,1976-01,Alberta,"Milk production, total",v382219,43225,1
781,1976-01,Alberta,Farm home consumed,v382220,1806,1
782,1976-01,Alberta,Fed to livestock,v382221,2644,1
783,1976-01,Alberta,"Milk sold off farms, total",v382222,38775,0
784,1976-01,Alberta,Fluid purposes,v382223,15946,0
785,1976-01,Alberta,Industrial purposes,v382224,16029,0
786,1976-01,Alberta,Delivered as cream,v382225,6800,1
787,1976-01,British Columbia,"Milk production, total",v382159,38059,1
788,1976-01,British Columbia,Farm home consumed,v382160,565,1
